"ocid","release_id","id","title","description","status","procuringEntity_id","procuringEntity_name","value_amount","value_currency","procurementMethod","procurementMethodDetails","mainProcurementCategory","awardCriteria","tenderPeriod_startDate","tenderPeriod_endDate","tenderPeriod_maxExtentDate","tenderPeriod_durationInDays","enquiryPeriod_startDate","enquiryPeriod_endDate","enquiryPeriod_maxExtentDate","enquiryPeriod_durationInDays","hasEnquiries","eligibilityCriteria","awardPeriod_startDate","awardPeriod_endDate","awardPeriod_maxExtentDate","awardPeriod_durationInDays","numberOfTenderers"
"ocds-5wno2w-RE-PU-UINPIAW23-2025-001-959480","RE-PU-UINPIAW23-2025-001-959480-2025-08-22T18:35:57.726Z-compiled","RE-PU-UINPIAW23-2025-001-959480","RE-PU-UINPIAW23-2025-001-959480","Contratacion del servicio de suscripcion de acceso y uso de la plataforma digital COGNOCYT para la Universidad Intercultural de las Nacionalidades y Pueblos Indigenas Amawtay Wasi","active","EC-RUC-1768192190001-959480","UNIVERSIDAD INTERCULTURAL DE LAS NACIONALIDADES Y PUEBLOS INDIGENAS AMAWTAY WASI","7000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-27T17:00:00-05:00","2025-06-03T16:00:00-05:00","2025-06-03T16:00:00-05:00","6","2025-05-27T17:00:00-05:00","","","","","Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","","2025-06-06T16:00:00-05:00","2025-06-06T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-MIMG-2025-002-44856","RE-PU-MIMG-2025-002-44856-2025-08-12T22:32:10.649Z-compiled","RE-PU-MIMG-2025-002-44856","RE-PU-MIMG-2025-002-44856","CONTRATACIÓN DEL SERVICIO DE EXHIBICIÓN, MANEJO Y CONSERVACIÓN DE PIEZAS HISTÓRICAS DEPORTIVAS DE LOS MUSEOS BARCELONA SPORTING CLUB Y CLUB SPORT EMELEC","active","EC-RUC-0960000220001-44856","Municipalidad de Guayaquil","69913.50","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-05T10:00:00-05:00","2025-06-12T09:00:00-05:00","2025-06-12T09:00:00-05:00","6","2025-06-05T10:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-25T20:00:00-05:00","2025-06-25T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UNACH-2025-003-124774","RE-PU-UNACH-2025-003-124774-2025-06-06T15:46:39.869Z-compiled","RE-PU-UNACH-2025-003-124774","RE-PU-UNACH-2025-003-124774","CONTRATACIÓN DE SUSCRIPCIÓN A PLATAFORMAS DIGITALES POR MEDIO DE PROQUEST:PROQUEST CENTRAL + PRISMA Y PROQUEST EBOOK CENTRAL ACADEMIC COMPLETE PARAACTIVIDADES ACADÉMICAS Y DE INVESTIGACIÓN DE LA UNIVERSIDAD NACIONAL DECHIMBORAZO, AÑO 2025","active","EC-RUC-0660001840001-124774","Universidad Nacional de Chimborazo","16947.99","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-16T16:00:00-05:00","2025-05-22T14:00:00-05:00","2025-05-22T14:00:00-05:00","5","2025-05-16T16:00:00-05:00","","","","","Oferta Económica,Cumplimiento Especificaciones","","2025-05-30T18:00:00-05:00","2025-05-30T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CELECEP-2025-02176-238940","RE-PU-CELECEP-2025-02176-238940-2025-07-12T17:16:36.709Z-compiled","RE-PU-CELECEP-2025-02176-238940","RE-PU-CELECEP-2025-02176-238940","EGU ADQUISICION  DE REPUESTOS PARA VALVULAS DE CONTROL DE LA CENTRAL ENRIQUE GARCIA","active","EC-RUC-1768152800001-238940","CORPORACION ELECTRICA DEL ECUADOR CELEC EP.","50280.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-05T16:30:00-05:00","2025-06-12T10:30:00-05:00","2025-06-12T10:30:00-05:00","6","2025-06-05T16:30:00-05:00","","","","","Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-07-04T16:30:00-05:00","2025-07-04T16:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-BCBG-2025-0010-2528","RE-PU-BCBG-2025-0010-2528-2025-07-16T16:57:19.468Z-compiled","RE-PU-BCBG-2025-0010-2528","RE-PU-BCBG-2025-0010-2528","CONTRATACIÓN DEL SERVICIO DE SOPORTE Y MANTENIMIENTO PARA EL SISTEMA CG/WEB, MÓDULO FINANCIERO INTEGRADO, MÓDULO ACTIVOS FIJOS Y MÓDULO DE BODEGA INTEGRADO DEL BENEMÉRITO CUERPO DE BOMBEROS DE GUAYAQUIL","active","EC-RUC-0968514210001-2528","BENEMERITO CUERPO DE BOMBEROS DE GUAYAQUIL  ","38769.84","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-05T13:00:00-05:00","2025-06-11T13:00:00-05:00","2025-06-11T13:00:00-05:00","6","2025-06-05T13:00:00-05:00","","","","","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-06-30T18:00:00-05:00","2025-06-30T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SZZCH-2025-008-178816","RE-PU-SZZCH-2025-008-178816-2025-06-06T15:46:40.006Z-compiled","RE-PU-SZZCH-2025-008-178816","RE-PU-SZZCH-2025-008-178816","?CONTRATACIÓN DE UN TALLER PARA ELMANTENIMIENTO PREVENTIVO, CORRECTIVO, REPARACIÓN, PARALOS VEHÍCULOS POLICIALES MARCA KIA DE LA SUBZONA ZAMORACHINCHIPE, PARA EL AÑO 2025 Y PLURIANUAL 2026","active","EC-RUC-1960136440001-178816","SUBZONA ZAMORA CHINCHIPE","11000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-15T17:00:00-05:00","2025-05-20T10:00:00-05:00","2025-05-20T10:00:00-05:00","4","2025-05-15T17:00:00-05:00","","","","","Experiencia,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Personal Técnico,Experiencia Específica","","2025-05-22T10:00:00-05:00","2025-05-22T10:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADPP-2025-11-2426","RE-PU-GADPP-2025-11-2426-2025-06-19T16:59:10.471Z-compiled","RE-PU-GADPP-2025-11-2426","RE-PU-GADPP-2025-11-2426","SERVICIO DE SUSCRIPCIÓNANUAL DE SOFTWARE DE INFORMACIÓN GEOGRÁFICA PARA USO DE LOSFUNCIONARIOS DE LAS ÁREAS REQUIRENTES DEL GADPP","complete","EC-RUC-1760003330001-2426","GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE PICHINCHA","66030.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-05T15:30:00-05:00","2025-06-11T15:30:00-05:00","2025-06-11T15:30:00-05:00","6","2025-06-05T15:30:00-05:00","","","","","Cumplimiento Especificaciones,Personal Técnico,Experiencia Personal Técnico","","2025-06-20T17:30:00-05:00","2025-06-20T17:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-HCAM-2025-019-54651","RE-PU-HCAM-2025-019-54651-2025-07-05T17:50:13.076Z-compiled","RE-PU-HCAM-2025-019-54651","RE-PU-HCAM-2025-019-54651","Adquisición del medicamento OMALIZUMAB SOLIDO PARENTERAL 150 MG CJ X VIALES para la Unidad Técnica de Farmacia Hospitalaria.","active","EC-RUC-1768046450001-54651","HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","221307.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-05T20:00:00-05:00","2025-06-12T11:00:00-05:00","2025-06-12T11:00:00-05:00","6","2025-06-05T20:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica","","2025-06-26T20:00:00-05:00","2025-06-26T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GMB-2025-01-20973","RE-PU-GMB-2025-01-20973-2025-08-12T22:32:11.326Z-compiled","RE-PU-GMB-2025-01-20973","RE-PU-GMB-2025-01-20973","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO DEL SISTEMA DE GESTIÓN EMPRESARIAL ERP OLYMPO V8.1","active","EC-RUC-1260000220001-20973","GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON BABAHOYO - GADM DE BABAHOYO","11550.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-05T17:30:00-05:00","2025-06-12T14:30:00-05:00","2025-06-12T14:30:00-05:00","6","2025-06-05T17:30:00-05:00","","","","","Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-24T18:00:00-05:00","2025-06-24T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HVCM-2025-005-12070","RE-PU-HVCM-2025-005-12070-2025-06-07T15:46:48.597Z-compiled","RE-PU-HVCM-2025-005-12070","RE-PU-HVCM-2025-005-12070","ADQUISICIÓN DE PROCESADOR EXTERNO DE IMPLANTE COCLEARCOMPATIBLE CON LA MARCA COCHLEAR CON APOYO TECNOLÓGICO""","active","EC-RUC-0160006390001-12070","HOSPITAL VICENTE CORRAL MOSCOSO","172616.52","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-04-30T17:46:00-05:00","2025-05-09T18:00:00-05:00","2025-05-09T18:00:00-05:00","9","2025-04-30T17:46:00-05:00","","","","","Otros Parámetros de Calificación","","2025-05-19T19:00:00-05:00","2025-05-19T19:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CGFT-2025-2-2562","RE-PU-CGFT-2025-2-2562-2025-06-30T16:30:15.398Z-compiled","RE-PU-CGFT-2025-2-2562","RE-PU-CGFT-2025-2-2562","PRESTACIÓN DEL SERVICIO DE MANTENIMIENTO DE ASCENSORES DEL EDIFICIO DE LA COMANDANCIA GENERAL DE LA FUERZA TERRESTRE","active","EC-RUC-1768025530001-2562","FUERZA TERRESTRE ","18946.92","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-06T17:00:00-05:00","2025-06-11T14:00:00-05:00","2025-06-11T14:00:00-05:00","4","2025-06-06T17:00:00-05:00","","","","TRUE","Oferta Económica,Cumplimiento Especificaciones,Personal Técnico,Experiencia Personal Técnico","","2025-06-23T15:00:00-05:00","2025-06-23T15:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMOL-2025-002-1098994","RE-PU-EPMOL-2025-002-1098994-2025-06-20T17:04:23.630Z-compiled","RE-PU-EPMOL-2025-002-1098994","RE-PU-EPMOL-2025-002-1098994","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHICULOS CON VIGENCIA TECNOLOGICA MARCA GREAT WALL MODELO POER DE LA EPMOL","active","EC-RUC-0590041531001-1098994","EMPRESA PUBLICA DE MOVILIDAD DEL CANTON LATACUNGA","30838.92","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-02T15:00:00-05:00","2025-06-04T15:00:00-05:00","2025-06-04T15:00:00-05:00","2","2025-06-02T15:00:00-05:00","","","","","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica","","2025-06-12T17:00:00-05:00","2025-06-12T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CAPBOL-2025-0001-105494","RE-PU-CAPBOL-2025-0001-105494-2025-07-02T17:40:03.300Z-compiled","RE-PU-CAPBOL-2025-0001-105494","RE-PU-CAPBOL-2025-0001-105494","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA MOTORES FUERA DE BORDA YAMAHA ASIGNADOS A LA CAPITANÍA DE PUERTO BOLÍVAR","active","EC-RUC-0760006620001-105494","CAPITANIA DEL PUERTO DE PUERTO BOLIVAR","10996.06","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-06T15:00:00-05:00","2025-06-12T12:00:00-05:00","2025-06-12T12:00:00-05:00","5","2025-06-06T15:00:00-05:00","","","","","Oferta Económica,Certificados de calidad de bienes,Cumplimiento Especificaciones,Garantía Técnica,Indices Financieros","","2025-06-18T12:00:00-05:00","2025-06-18T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-SZ-ELORO-2025-001-179196","RE-PU-SZ-ELORO-2025-001-179196-2025-06-20T17:04:26.116Z-compiled","RE-PU-SZ-ELORO-2025-001-179196","RE-PU-SZ-ELORO-2025-001-179196","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHÍCULOS MARCA GREAT WALL MODELO POER POR VIGENCIA TECNOLÓGICA DE LA SUBZONA EL ORO","active","EC-RUC-0760013750001-179196","SUBZONA EL ORO","60002.08","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-09T09:00:00-05:00","2025-06-13T10:00:00-05:00","2025-06-13T10:00:00-05:00","4","2025-06-09T09:00:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Equipo Propuesto,Personal Técnico,Experiencia Específica","","2025-06-19T17:00:00-05:00","2025-06-19T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CELECEP-2025-14091-238940","RE-PU-CELECEP-2025-14091-238940-2025-06-27T16:30:19.126Z-compiled","RE-PU-CELECEP-2025-14091-238940","RE-PU-CELECEP-2025-14091-238940","TMA ADQUISICION DE SISTEMA DE MEDICION ESTATICA TIPO RADAR PARA LOS TANQUES DE ALMACENAMIENTO TRANSFERENCIA Y CONSUMO DE LA CENTRAL TERMICA JARAMIJO INCLUYE INSTALACION","active","EC-RUC-1768152800001-238940","CORPORACION ELECTRICA DEL ECUADOR CELEC EP.","1011498.29","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-09T17:00:00-05:00","2025-06-17T10:00:00-05:00","2025-06-17T10:00:00-05:00","7","2025-06-09T17:00:00-05:00","","","","","Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-30T17:00:00-05:00","2025-06-30T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-11-BCB-2025-001-92997","RE-PU-11-BCB-2025-001-92997-2025-07-18T17:01:51.852Z-compiled","RE-PU-11-BCB-2025-001-92997","RE-PU-11-BCB-2025-001-92997","MANTENIMIENTO DE LOS VEHÍCULOS DE LA 11 BCB EN VIGENCIA TECNOLÓGICA DE LOS RECURSOS LOGÍSTICOS","active","EC-RUC-1768000970001-92997","BRIGADA DE CABALLERIA BLINDADA No. 11 ""GALÁPAGOS""","5850.55","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-09T16:00:00-05:00","2025-06-13T16:00:00-05:00","2025-06-13T16:00:00-05:00","4","2025-06-09T16:00:00-05:00","","","","TRUE","Experiencia,Cumplimiento Especificaciones,Experiencia Específica 1,Experiencia Personal Técnico","","2025-06-30T14:20:00-05:00","2025-06-30T14:20:00-05:00","","1"
"ocds-5wno2w-RE-PU-HEEE-2025-007-52558","RE-PU-HEEE-2025-007-52558-2025-07-19T17:16:45.583Z-compiled","RE-PU-HEEE-2025-007-52558","RE-PU-HEEE-2025-007-52558","ADQUISICION DEL MEDICAMENTO PEMBROLIZUMAB LIQUIDO PARENTERAL 25 MG/ML PARA EL HOSPITAL DE ESPECIALIDADES EUGENIO ESPEJO","active","EC-RUC-1768033980001-52558","Hospital Eugenio Espejo","510000.00","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-09T17:30:00-05:00","2025-06-20T17:30:00-05:00","2025-06-20T17:30:00-05:00","11","2025-06-09T17:30:00-05:00","","","","TRUE","Otros Parámetros de Calificación,Cumplimiento Especificaciones","","2025-07-02T20:00:00-05:00","2025-07-02T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-21BS-2025-001-96739","RE-PU-21BS-2025-001-96739-2025-06-30T16:30:14.717Z-compiled","RE-PU-21BS-2025-001-96739","RE-PU-21BS-2025-001-96739","Servicio de mantenimiento preventivo para las camionetas Great Wall pertenecientes a lasunidades de la jurisdicción de la 21BS ?CÓNDOR?","active","EC-RUC-1768004960001-96739","Brigada de Selva No. 21 ""Condor""","3736.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-29T14:00:00-05:00","2025-06-04T14:00:00-05:00","2025-06-04T14:00:00-05:00","6","2025-05-29T14:00:00-05:00","","","","","Oferta Económica,Equipo Propuesto,Personal Técnico,Experiencia Específica,Experiencia Personal Técnico","","2025-06-10T17:00:00-05:00","2025-06-10T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPP-2025-005-253178","RE-PU-EPP-2025-005-253178-2025-07-21T17:07:24.354Z-compiled","RE-PU-EPP-2025-005-253178","RE-PU-EPP-2025-005-253178","ADQUISICIÓN DE REPUESTOS PARA SOPLADORES DE HOLLIN PARA CALDERAS MARCA DIAMOND POWER","complete","EC-RUC-1768153530001-253178","Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR","228219.13","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-10T16:00:00-05:00","2025-06-17T10:00:00-05:00","2025-06-17T10:00:00-05:00","6","2025-06-10T16:00:00-05:00","","","","","Otros Parámetros de Calificación,Experiencia Específica","","2025-06-23T18:00:00-05:00","2025-06-23T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-001-375899","RE-PU-ESPOLTECH-2025-001-375899-2025-07-01T17:39:21.466Z-compiled","RE-PU-ESPOLTECH-2025-001-375899","RE-PU-ESPOLTECH-2025-001-375899","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO, DESARROLLO Y ACTUALIZACIÓN DEL SISTEMA CONTABLE XASS 11 Y XASS NET EN TODAS SUS VERSIONES PARA LA EMPRESA PUBLICA DE SERVICIOS ESPOL-TECH E.P","active","EC-RUC-0968592010001-375899","EMPRESA PUBLICA DE SERVICIOS ESPOL - TECH E.P.","9072.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-04T20:00:00-05:00","2025-06-09T18:00:00-05:00","2025-06-09T18:00:00-05:00","4","2025-06-04T20:00:00-05:00","","","","","Cumplimiento Especificaciones,Experiencia Específica,Experiencia Personal Técnico","","2025-06-13T17:00:00-05:00","2025-06-13T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-HGNGC-2025-003-818925","RE-PU-HGNGC-2025-003-818925-2025-08-12T22:32:31.451Z-compiled","RE-PU-HGNGC-2025-003-818925","RE-PU-HGNGC-2025-003-818925","ADQUISICIÓN DE REPUESTOS Y DEL SERVICIO DE MANTENIMIENTO CORRECTIVO Y PREVENTIVO PARA VENTILADORES BELLAVISTA MODELO 1000, DEL HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","active","EC-RUC-0968606840001-818925","HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS","288037.07","USD","direct","Bienes y Servicios únicos","goods","ratedCriteria","2025-06-10T20:00:00-05:00","2025-06-23T10:00:00-05:00","2025-06-23T10:00:00-05:00","12","2025-06-10T20:00:00-05:00","","","","TRUE","Experiencia,Plazo de Entrega,Metodología de Desarrollo,Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Garantía Técnica,Metodología y Cronograma,Experiencia Específica,Experiencia Personal Técnico","","2025-07-03T12:00:00-05:00","2025-07-03T12:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-EPMGIDSA-2025-001-382149","RE-PU-EPMGIDSA-2025-001-382149-2025-06-30T16:30:13.419Z-compiled","RE-PU-EPMGIDSA-2025-001-382149","RE-PU-EPMGIDSA-2025-001-382149","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS TRES VEHÍCULOS MARCA CHEVROLET D-MAX CRDI PREMIER QUE SE ENCUENTRAN BAJO GARANTÍA TÉCNICA DE FÁBRICA DE LA EPM-GIDSA","active","EC-RUC-1865033840001-382149","EMPRESA PUBLICA MUNICIPAL PARA LA GESTION INTEGRAL DE LOS DESECHOS SOLIDOS DEL CANTON AMBATO","23078.40","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-05-22T17:30:00-05:00","2025-05-29T14:00:00-05:00","2025-05-29T14:00:00-05:00","6","2025-05-22T17:30:00-05:00","","","","","Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-05T16:00:00-05:00","2025-06-05T16:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-DNPJ-2025-012-183304","RE-PU-DNPJ-2025-012-183304-2025-08-12T22:32:35.333Z-compiled","RE-PU-DNPJ-2025-012-183304","RE-PU-DNPJ-2025-012-183304","MANTENIMIENTO CORRECTIVO NO ESTIPULADOS DENTRO DE LATICKETERA POR VIGENCIA TECNOLÓGICA, PARA EL PARQUE AUTOMOTORMARCA KIA, PERTENECIENTE A LA DNPJ Y ASIGNADOS A NIVEL NACIONAL","active","EC-RUC-1768048660001-183304","UDAF-EOD DIRECCION NACIONAL DE INVESTIGACION DE POLICIA JUDICIAL","96666.67","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-11T17:00:00-05:00","2025-06-19T17:00:00-05:00","2025-06-19T17:00:00-05:00","8","2025-06-11T17:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-07-02T20:00:00-05:00","2025-07-02T20:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-GADMSFD-2025-001-2452","RE-PU-GADMSFD-2025-001-2452-2025-09-30T19:02:58.117Z-compiled","RE-PU-GADMSFD-2025-001-2452","RE-PU-GADMSFD-2025-001-2452","ADQUISICION DE REPUESTOS INCLUYE SERVICIOS DE MANO DE OBRA PARA EL MANTENIMIENTO PREVENTIVO DE LAS CAMIONETAS CHEVROLET NUEVAS, DESDE LOS 5000 KM HASTA LOS 100000 KM?.","active","EC-RUC-1560001160001-2452","GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SHUSHUFINDI","14365.50","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-11T14:00:00-05:00","2025-06-19T14:00:00-05:00","2025-06-19T14:00:00-05:00","8","2025-06-11T14:00:00-05:00","","","","","Cumplimiento Especificaciones,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica","","2025-06-24T14:00:00-05:00","2025-06-24T14:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-UPEC-2025-006-24327","RE-PU-UPEC-2025-006-24327-2025-07-12T17:13:43.865Z-compiled","RE-PU-UPEC-2025-006-24327","RE-PU-UPEC-2025-006-24327","SUSCRIPCIÓN ANUAL A PLATAFORMA DE LIBROS DIGITALES E LIBRO PARA LA BIBLIOTECA LUCIANO CORAL DE LA UNIVERSIDAD POLITÉCNICA ESTATAL DEL CARCHI","active","EC-RUC-1768132370001-24327","UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI","8300.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-11T18:00:00-05:00","2025-06-18T14:00:00-05:00","2025-06-18T14:00:00-05:00","6","2025-06-11T18:00:00-05:00","","","","","Plazo de Entrega,Oferta Económica,Otros Parámetros de Calificación","","2025-06-30T18:00:00-05:00","2025-06-30T18:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-CGFT-2025-3-2562","RE-PU-CGFT-2025-3-2562-2025-06-28T16:38:59.224Z-compiled","RE-PU-CGFT-2025-3-2562","RE-PU-CGFT-2025-3-2562","PRESTACIÓN DEL SERVICIO DE ACTUALIZACIÓN DE LICENCIAS ORACLE STANDARD EDITION 2 DE LA FUERZA TERRESTRE","active","EC-RUC-1768025530001-2562","FUERZA TERRESTRE ","9533.70","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-12T16:00:00-05:00","2025-06-17T13:00:00-05:00","2025-06-17T13:00:00-05:00","4","2025-06-12T16:00:00-05:00","","","","","Plazo de Entrega,Oferta Económica,Cumplimiento Especificaciones","","2025-06-24T17:00:00-05:00","2025-06-24T17:00:00-05:00","","1"
"ocds-5wno2w-RE-PU-MSR-2025-00001-318303","RE-PU-MSR-2025-00001-318303-2025-06-13T16:14:31.449Z-compiled","RE-PU-MSR-2025-00001-318303","RE-PU-MSR-2025-00001-318303","Contratar el ?MANTENIMIENTO, SOPORTE DEL SOFTWARE Y ARRENDAMIENTO DE UN SERVIDOR PRECONFIGURADO PARA EL SISTEMA ADMINISTRATIVO FINANCIERO CG/WEB?, para mantener alojado y operativo el sistema en las diferentes dependencias de Misión Social Rumiñahui.","active","EC-RUC-1768157950001-318303","MISION SOCIAL RUMIÑAHUI","7968.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-06T14:30:00-05:00","2025-06-10T14:30:00-05:00","2025-06-10T14:30:00-05:00","4","2025-06-06T14:30:00-05:00","","","","","Cumplimiento Especificaciones,Garantía Técnica,Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","","2025-06-12T15:30:00-05:00","2025-06-12T15:30:00-05:00","","1"
"ocds-5wno2w-RE-PU-SRI-2025-00004-2438","RE-PU-SRI-2025-00004-2438-2025-08-12T22:32:39.076Z-compiled","RE-PU-SRI-2025-00004-2438","RE-PU-SRI-2025-00004-2438","DN Renovación de garantías de equipos procesamiento base de datos","active","EC-RUC-1760013210001-2438","SERVICIO DE RENTAS INTERNAS","190000.00","USD","direct","Bienes y Servicios únicos","services","ratedCriteria","2025-06-12T12:00:00-05:00","2025-06-18T13:00:00-05:00","2025-06-18T13:00:00-05:00","6","2025-06-12T12:00:00-05:00","","","","TRUE","Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Personal Técnico","","2025-07-04T12:00:00-05:00","2025-07-04T12:00:00-05:00","","1"
