"ocid","release_id","id","title","description","status","date","amount","currency","correctedValue_amount","correctedValue_currency","enteredValue_amount","enteredValue_currency","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays"
"ocds-5wno2w-RE-PU-HEP-2025-00005-889479","RE-PU-HEP-2025-00005-889479-2025-09-19T19:46:51.973Z-compiled","8200024-RE-PU-HEP-2025-00005","","POR CUMPLIR CON LOS REQUISITOS Y PARAMETROS SOLICITADOS","","2025-07-28T15:34:02-05:00","367200.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HOSNAE-2025-001-2618","RE-PU-HOSNAE-2025-001-2618-2025-07-08T17:48:30.904Z-compiled","8186105-RE-PU-HOSNAE-2025-001","","cumple con los términos de referencias y pliegos publicados en el SOCE","","2025-06-25T15:56:06-05:00","6366.39","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEP-2025-00006-889479","RE-PU-HEP-2025-00006-889479-2025-09-10T20:08:15.073Z-compiled","8213914-RE-PU-HEP-2025-00006","","POR CUMPLIR CON LOS REQUISITOS Y PARAMETROS MINIMOS SOLICITADOS","","2025-07-15T14:02:15-05:00","815476.20","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTMACH-2025-003-60177","RE-PU-UTMACH-2025-003-60177-2025-07-12T17:13:41.964Z-compiled","8169688-RE-PU-UTMACH-2025-003","","CUMPLE","","2025-06-19T14:21:45-05:00","20376.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNL-2025-006-4092","RE-PU-UNL-2025-006-4092-2025-07-23T17:00:46.331Z-compiled","8195987-RE-PU-UNL-2025-006","","Por considerar la oferta idónea desde el punto de vista técnico, legal y económico de acuerdo al informe del Delegado","","2025-07-15T16:17:35-05:00","6400.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-TRANSCOM-2025-02-598062","RE-PU-TRANSCOM-2025-02-598062-2025-07-08T17:48:28.121Z-compiled","8163655-RE-PU-TRANSCOM-2025-02","","LA MAXIMA AUTORIDAD SE ACOJE A LA RECOMENDACION EXPRESA EMITIDA POR LA COMISIÓN TÉCNICA EN EL PROCESO RE-PU-TRANSCOM-2025-02, POR LO CUAL SE ADJUDICA EL CONTRATO A  INCOMSIS-EC CIA. LTDA. 1792904900001 POR PRESENTAR SU PROPUESTA TÉCNICO-ECONÓMICA Y CUMPLIR CON TODOS LOS PARAMETROS DE CALIFICACIÓN EXPRESADOS EN LOS TDRS, PLIEGOS Y PROCESO PRECONTRACTUAL","","2025-06-16T08:57:01-05:00","320000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOCH-2025-06-53390","RE-PU-ESPOCH-2025-06-53390-2025-08-12T22:32:53.396Z-compiled","8187624-RE-PU-ESPOCH-2025-06","","CUMPLE CON LO SOLICITADO","","2025-07-09T17:23:29-05:00","10000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DGAC-2025-001-2449","RE-PU-DGAC-2025-001-2449-2025-08-22T18:41:12.238Z-compiled","8198392-RE-PU-DGAC-2025-001","","Resolución Nro. DGAC-CGAF-2025-0055-R","","2025-07-09T14:34:16-05:00","55010.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CNELEP-2025-8-462114","RE-PU-CNELEP-2025-8-462114-2025-09-02T19:08:22.021Z-compiled","8204323-RE-PU-CNELEP-2025-8","","VER ACTO ADMINISTRATIVO","","2025-07-25T15:19:54-05:00","559893.68","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-020-54651","RE-PU-HCAM-2025-020-54651-2025-10-16T19:58:55.196Z-compiled","8196506-RE-PU-HCAM-2025-020","","Por cuanto su oferta cumple con las condiciones y términos establecidos en los pliegos y es conveniente a los intereses técnicos, financieros y legales de la Institución, de conformidad con el numeral 17 del artículo 6 de la LOSNCP","","2025-07-07T16:29:19-05:00","58800.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CZS3-2025-001-440879","RE-PU-CZS3-2025-001-440879-2025-07-22T17:04:45.611Z-compiled","8197529-RE-PU-CZS3-2025-001","","segun resolucion Resolución Nro. MSP-CZONAL3-2025-0090-R","","2025-07-09T08:58:27-05:00","10800.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMAPAG-EP-2025-26-439831","RE-PU-EMAPAG-EP-2025-26-439831-2025-06-26T16:27:35.960Z-compiled","8158976-RE-PU-EMAPAG-EP-2025-26","","POR SER CONVENIENTE PARA LOS INTERESES INSTITUCIONALES","","2025-06-17T16:28:33-05:00","8563.42","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DIGMAT-2025-005-2465","RE-PU-DIGMAT-2025-005-2465-2025-08-12T22:33:01.282Z-compiled","8196396-RE-PU-DIGMAT-2025-005","","Acoger la recomendación emitida por el miembro evaluador, calificar y adjudicar elcontrato al oferente ELECTROMARINA CIA. LTDA., para realizar el ?MANTENIMIENTOY RECUPERACIÓN DE EQUIPOS Y SISTEMAS DE AYUDAS A LA NAVEGACIÓN DELANCHAS GUARDACOSTAS?, ya que cumple con todos los requisitos exigidos en elpliego, representando el mejor costo para la entidad contratante, por la cantidad de$30.000,00 TREINTA MIL CON 00/100 DÓLARES DE LOS ESTADOS UNIDOS DEAMÉRICA más IVA, con un plazo de ejecución de 30 días calendarios, contados a partirdel día siguiente de la suscripción del contrato.","","2025-07-01T08:51:24-05:00","30000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOCH-2025-07-53390","RE-PU-ESPOCH-2025-07-53390-2025-08-12T22:32:58.360Z-compiled","8191022-RE-PU-ESPOCH-2025-07","","CUMPLE CON LO SOLICITADO","","2025-07-09T16:58:30-05:00","18000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPP-2025-007-253178","RE-PU-EPP-2025-007-253178-2025-08-21T18:41:31.414Z-compiled","8199994-RE-PU-EPP-2025-007","","RESOLUCIÓN DE ADJUDICACIÓN CONFORME RECOMENDACIÓN DE FUNCIONARIO DE APOYO","","2025-07-22T07:41:54-05:00","57482.10","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPP-2025-006-253178","RE-PU-EPP-2025-006-253178-2025-09-26T18:54:28.929Z-compiled","8215874-RE-PU-EPP-2025-006","","CUMPLE, de acuerdo a la recomendación emitida por la Comisión Técnica","","2025-08-12T15:48:25-05:00","400000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-MDI-2025-001-1088807","RE-PU-MDI-2025-001-1088807-2025-07-16T16:57:24.185Z-compiled","8194032-RE-PU-MDI-2025-001","","Por cumplir con lo requerido por la entidad, Acta de Calificación y la Resolución Nro. MDI-CGAF-2025-0110-RESOLUCIÓN.","","2025-07-02T09:26:43-05:00","215912.74","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEEE-2025-008-52558","RE-PU-HEEE-2025-008-52558-2025-07-19T17:16:48.356Z-compiled","8210170-RE-PU-HEEE-2025-008","","SEGUN RESOLUCION MSP-CZ9-HEEE-2025-0071-R","","2025-07-07T15:52:43-05:00","307662.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SNAI-2025-004-931020","RE-PU-SNAI-2025-004-931020-2025-08-12T22:33:00.296Z-compiled","8197823-RE-PU-SNAI-2025-004","","En razón de que su oferta cumple con los requisitos establecidos en el proceso de contratación y es conveniente a los intereses institucionales.","","2025-07-10T10:00:52-05:00","65261.76","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CONGOPE-2025-007-69008","RE-PU-CONGOPE-2025-007-69008-2025-08-30T19:01:52.589Z-compiled","8164087-RE-PU-CONGOPE-2025-007","","CUMPLE CON LOS REQUISITOS MÍNIMOS.","","2025-06-16T10:50:37-05:00","22000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DIGTAH-2025-001-2572","RE-PU-DIGTAH-2025-001-2572-2025-07-15T16:57:59.637Z-compiled","8163183-RE-PU-DIGTAH-2025-001","","Acoger la recomendación emitida por los miembros de la comisión técnica calificar y adjudicar el contrato al oferente CEDIA, para realizar el ?SERVICIO DE ACCESO A LA RED  AVANZADA DE INVESTIGACIÓN,  ACADEMIA  Y COMUNICACIONES  DE  ENLACES  DE  INTERNET?, por el valor de USD 460,000.00  cuatrocientos sesenta mil CON 00/100 DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA más IVA, con un plazo de ejecución estimado para la vigencia del servicio será de 245 días, contados a partir de la fecha del informe de activación del servicio del acceso a la RED AVANZADA DE INVESTIGACIÓN, ACADEMIA Y COMUNICACIONES DE ENLACES DE INTERNET.","","2025-06-25T13:57:05-05:00","460000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CEE-2025-008-2504","RE-PU-CEE-2025-008-2504-2025-07-17T16:58:58.647Z-compiled","8203477-RE-PU-CEE-2025-008","","cumple","","2025-07-04T14:50:01-05:00","60000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ANDEC-2025-003-467908","RE-PU-ANDEC-2025-003-467908-2025-09-18T19:27:18.308Z-compiled","8176714-RE-PU-ANDEC-2025-003","","CUMPLE CON TODO LO REQUERIDO POR ANDEC.","","2025-06-24T15:34:15-05:00","72073.06","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPMTTM-2025-02-393608","RE-PU-EPMTTM-2025-02-393608-2025-08-20T18:23:44.294Z-compiled","8198252-RE-PU-EPMTTM-2025-02","","El proveedor Only Control S.A. Cononly cumple con lo solicitado por la entidad contratante en las especificaciones tecnicas y otros parametros","","2025-07-16T16:53:03-05:00","35040.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESNACE-2025-003-2519","RE-PU-ESNACE-2025-003-2519-2025-08-21T18:41:32.333Z-compiled","8204275-RE-PU-ESNACE-2025-003","","La comisión técnica recomienda la aprobar la oferta técnica presentada por la compañía ?SVF ECUADOR S.A.S? por haber presentado los documentos, cumplir con los requisitos y términos de referencias solicitadas en los pliegos.","","2025-07-10T08:31:19-05:00","269114.73","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DNA-2025-004-178618","RE-PU-DNA-2025-004-178618-2025-09-11T19:52:09.172Z-compiled","8190437-RE-PU-DNA-2025-004","","POR CUMPLI CON LO SOLICITADO EN LOS PLIEGOS Y LOS TRD","","2025-07-01T12:40:55-05:00","2720.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-FPL-DRPL-2025-00001-83294","RE-PU-FPL-DRPL-2025-00001-83294-2025-07-04T16:43:22.947Z-compiled","8197543-RE-PU-FPL-DRPL-2025-00001","","Se determina que la Empresa COHECO S.A., con RUC 1790043800001, CUMPLE con las especificaciones establecidas en los términos de referencia y los parámetros de calificación establecidos por la Fiscalía de Loja y se sugiere adjudicar el contrato al l mencionado proveedor.","","2025-07-03T08:36:47-05:00","2869.32","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNACH-2025-005-124774","RE-PU-UNACH-2025-005-124774-2025-07-09T17:50:23.065Z-compiled","8165601-RE-PU-UNACH-2025-005","","CUMPLE CON LO REQUERIDO","","2025-06-18T15:16:04-05:00","19702.91","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTMACH-2025-005-60177","RE-PU-UTMACH-2025-005-60177-2025-07-10T17:27:55.200Z-compiled","8196517-RE-PU-UTMACH-2025-005","","cumple","","2025-07-02T12:39:41-05:00","7500.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-LICGUA-2025-00001-819223","RE-PU-LICGUA-2025-00001-819223-2025-07-08T17:48:28.266Z-compiled","8175292-RE-PU-LICGUA-2025-00001","","Se adjudica a la empresa CEDIA por cumplir con los requisitos mínimos exigidos en el pliego del presente proceso de contratación.","","2025-06-25T09:30:31-05:00","22100.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CSAEC-2025-01-87300","RE-PU-CSAEC-2025-01-87300-2025-07-21T17:07:23.133Z-compiled","8166520-RE-PU-CSAEC-2025-01","","CUMPLE CON LO SOLICITADO","","2025-07-09T13:20:46-05:00","27547.50","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EMASEO-EP-2025-003-276265","RE-PU-EMASEO-EP-2025-003-276265-2025-08-12T22:33:14.361Z-compiled","8196483-RE-PU-EMASEO-EP-2025-003","","Conforme el articulo 2 y 5 de la Resolución Administrativa Nro. 065-EMASEO EP-2025","","2025-07-02T12:16:05-05:00","473420.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPCOTSA-2025-001-432323","RE-PU-EPCOTSA-2025-001-432323-2025-09-20T19:16:21.109Z-compiled","8210363-RE-PU-EPCOTSA-2025-001","","MEDIANTE FE DE ERRATAS DE FECHA 1 DE JULIO LA ENCARGADA ING. JOHANNA ARCOS ANALISTA DEL CPROYECTO CENTRO MEDICO SANTO DOMINGO SOLIDARIA DEL PROCESO REALIZA LA ACLARACION EN SU INFORME DE RESULTADOS DEL PROCESO REFERENTE AL VALOR AGREGADO","","2025-07-08T16:29:26-05:00","2232.14","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DD08D04QS-2025-00001-167462","RE-PU-DD08D04QS-2025-00001-167462-2025-07-16T16:57:24.571Z-compiled","8202847-RE-PU-DD08D04QS-2025-00001","","CUMPLE CON LAS CONDICIONES TECNICAS, ECONÓMICAS Y LEGALES SOLICITADAS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA","","2025-07-07T11:32:01-05:00","4500.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DD08D04QS-2025-00001-167462","RE-PU-DD08D04QS-2025-00001-167462-2025-07-16T16:57:24.571Z-compiled","8202975-RE-PU-DD08D04QS-2025-00001","","CUMPLE CON LAS CONDICIONES TECNICAS, ECONÓMICAS Y LEGALES SOLICITADAS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA","","2025-07-07T11:32:01-05:00","11800.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPMMOP-2025-13-741823","RE-PU-EPMMOP-2025-13-741823-2025-07-23T17:00:51.762Z-compiled","8204860-RE-PU-EPMMOP-2025-13","","Remitirse a la documentación","","2025-07-08T11:31:25-05:00","14980.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DIGMAT-2025-006-2465","RE-PU-DIGMAT-2025-006-2465-2025-07-15T17:01:03.134Z-compiled","8217078-RE-PU-DIGMAT-2025-006","","Acoger la recomendación contenida en el Informe Técnico emitida por losmiembros de la Comisión Técnica, por consiguiente calificar y adjudicar elcontrato al oferente, compañía IASA-SERVICIO S.A., para realizar el?MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS MÁQUINASPRINCIPALES Y GENERADORES DE LA LGISAB, LGCRIS, LGMARC YLGPINT, INCLUYE REPUESTOS?, por el valor de USD $ 315,664.06TRESCIENTOS QUINCE MIL SEISCIENTOS SESENTA Y CUATRO CON06/100 DOLARES DE LOS ESTADOS UNIDOS DE NORTEAMERICA másIVA, con un plazo de ejecución de ciento veinte 120 días calendario, contadosa partir del día siguiente de la suscripción del contrato, por haber cumplido conlos requisitos establecidos en el pliego","","2025-07-15T07:40:44-05:00","158112.12","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DIGMAT-2025-006-2465","RE-PU-DIGMAT-2025-006-2465-2025-07-15T17:01:03.134Z-compiled","8217082-RE-PU-DIGMAT-2025-006","","Acoger la recomendación contenida en el Informe Técnico emitida por losmiembros de la Comisión Técnica, por consiguiente calificar y adjudicar elcontrato al oferente, compañía IASA-SERVICIO S.A., para realizar el?MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS MÁQUINASPRINCIPALES Y GENERADORES DE LA LGISAB, LGCRIS, LGMARC YLGPINT, INCLUYE REPUESTOS?, por el valor de USD $ 315,664.06TRESCIENTOS QUINCE MIL SEISCIENTOS SESENTA Y CUATRO CON06/100 DOLARES DE LOS ESTADOS UNIDOS DE NORTEAMERICA másIVA, con un plazo de ejecución de ciento veinte 120 días calendario, contadosa partir del día siguiente de la suscripción del contrato, por haber cumplido conlos requisitos establecidos en el pliego","","2025-07-15T07:40:44-05:00","157551.94","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-CJ-2025-002-48787","RE-PU-CJ-2025-002-48787-2025-07-18T17:01:56.403Z-compiled","8206624-RE-PU-CJ-2025-002","","Por cumplir con los requisitos mínimos señalados en los pliegos","","2025-07-07T11:09:19-05:00","26919.24","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADMC-L-2025-04-38760","RE-PU-GADMC-L-2025-04-38760-2025-07-08T17:48:27.475Z-compiled","8168809-RE-PU-GADMC-L-2025-04","","Cumple con los requerimientos solicitados por la Entidad Contratante.","","2025-06-20T12:48:48-05:00","9540.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEEE-2025-009-52558","RE-PU-HEEE-2025-009-52558-2025-07-19T17:16:49.155Z-compiled","8205215-RE-PU-HEEE-2025-009","","SEGUN RESOLUCION MSP-CZ9-HEEE-DAF-2025-0058-R","","2025-07-09T09:26:21-05:00","56462.49","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADMSL-2025-001-86907","RE-PU-GADMSL-2025-001-86907-2025-07-23T17:03:48.746Z-compiled","8206219-RE-PU-GADMSL-2025-001","","CUMPLE CON TDR","","2025-07-23T09:53:58-05:00","35000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-SUBZONAAZUAY-2025-001-50866","RE-PU-SUBZONAAZUAY-2025-001-50866-2025-08-12T22:33:16.128Z-compiled","8204843-RE-PU-SUBZONAAZUAY-2025-001","","EL OFERENTE CUMPLE CON LO REQUERIDO POR LA ENTIDAD CONTRATANTE EN LOS TERMINOS DE REFERENCIA Y PLIEGO","","2025-07-15T11:40:36-05:00","155290.69","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UNAE-2025-008-607247","RE-PU-UNAE-2025-008-607247-2025-10-06T19:35:54.100Z-compiled","8206306-RE-PU-UNAE-2025-008","","RESOLUCIÓN DE ADJUDICACIÓN N RE-ADJ-UNAE-013-2025","","2025-07-10T15:02:24-05:00","8000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UG-2025-004-55840","RE-PU-UG-2025-004-55840-2025-07-16T16:57:25.103Z-compiled","8206210-RE-PU-UG-2025-004","","Se adjudica a esta empresa por cumplir con los requisitos mínimos solicitados en los liegos y TDR, ademas que presenta la carta de proveedor exclusivo para ecuador del servicio contratado.","","2025-07-04T13:49:58-05:00","35910.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESPOCH-2025-02-53390","RE-PU-ESPOCH-2025-02-53390-2025-06-23T16:57:05.454Z-compiled","8138750-RE-PU-ESPOCH-2025-02","","CUMPLE CON LO SOLICITADO","","2025-06-13T09:01:36-05:00","9293.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSQ-2025-007-868544","RE-PU-HGSQ-2025-007-868544-2025-07-16T16:57:15.990Z-compiled","8157630-RE-PU-HGSQ-2025-007","","POR CUMPLIR CON TODO LO REQUERIDO EN LAS ESPECIFICACIONES TÉCNICAS Y PLIEGO DE CONTRATACIÓN","","2025-06-23T11:40:28-05:00","12600.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ESNACE-2025-001-2519","RE-PU-ESNACE-2025-001-2519-2025-06-24T17:05:53.827Z-compiled","8156232-RE-PU-ESNACE-2025-001","","Por haber presentado los documentos, cumplir con los requisitos y términos de referencias solicitadas en los pliegos, el mismo que de acuerdo con el informe que se encuentra HABILITADO Y CALIFICADO, en tal virtud CUMPLE con todos los requisitos, documentos y formularios solicitados en los pliegos.","","2025-06-19T15:48:13-05:00","459093.52","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-ELEPCOSA-2025-016-32043","RE-PU-ELEPCOSA-2025-016-32043-2025-08-12T22:33:23.283Z-compiled","8208773-RE-PU-ELEPCOSA-2025-016","","Del análisis efectuado en la calificación de ofertas, misma que fue publicada en el Portal Institucional del SERCOP se concluye que, la oferta presentada pasó a la etapa de calificación por lo que cumple con todas las especificaciones técnicas y pliegos y como Responsable de la fase precontractual recomienda a la Presidencia Ejecutiva ADJUDICAR.","","2025-07-16T16:15:52-05:00","17940.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-DNPJ-2025-015-183304","RE-PU-DNPJ-2025-015-183304-2025-07-09T17:53:22.276Z-compiled","8213088-RE-PU-DNPJ-2025-015","","POR CUMPLIR CON LO SOLICITADO","","2025-07-09T10:43:43-05:00","11070.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-EPN-2025-006-45554","RE-PU-EPN-2025-006-45554-2025-08-19T17:51:27.804Z-compiled","8209072-RE-PU-EPN-2025-006","","De conformidad con lo dispuesto en los artículos 2 y 32 de la LOSNCP, en concordancia con los artículos 88, 89 y, 197 delRGLOSNCP.","","2025-07-07T10:17:28-05:00","10967.50","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-GADPE-2025-01-32109","RE-PU-GADPE-2025-01-32109-2025-08-12T22:33:23.461Z-compiled","8206362-RE-PU-GADPE-2025-01","","POR CUMPLIR CON TODOS Y CADA UNO DE LOS REQUISITOS MINIMOS SOLICITADOS EN LOS PLIEGOS Y TERMINOS DE REFERENCIAS","","2025-07-16T15:16:23-05:00","64157.80","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HEJCA-2025-185-87497","RE-PU-HEJCA-2025-185-87497-2025-08-12T22:33:24.050Z-compiled","8208865-RE-PU-HEJCA-2025-185","","POR CUMPLIR CON TODOS LOS REQUERIMIENTOS ESTABLECIDOS POR LA INSTITUCIÓN","","2025-07-09T16:54:45-05:00","53239.68","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HCAM-2025-021-54651","RE-PU-HCAM-2025-021-54651-2025-08-13T17:36:50.024Z-compiled","8214263-RE-PU-HCAM-2025-021","","Por cuanto su oferta cumple con las condiciones y términos establecidos en los pliegos y es conveniente a los intereses técnicos, financieros y legales de la Institución, de conformidad con el numeral 17 del artículo 6 de la LOSNCP","","2025-07-14T16:51:22-05:00","251700.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTMACH-2025-004-60177","RE-PU-UTMACH-2025-004-60177-2025-07-10T17:27:54.098Z-compiled","8175566-RE-PU-UTMACH-2025-004","","cumple de acuerdo a acta de calificación","","2025-06-24T10:12:46-05:00","4979.65","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-PN-SZSDT-2025-00001-13416","RE-PU-PN-SZSDT-2025-00001-13416-2025-09-03T19:14:52.543Z-compiled","8215149-RE-PU-PN-SZSDT-2025-00001","","Por cumplir con todos los requisitos solicitados en el pliego","","2025-07-09T08:19:23-05:00","150000.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-002-390394","RE-PU-HGSF-2025-002-390394-2025-08-12T22:33:29.765Z-compiled","8215052-RE-PU-HGSF-2025-002","","Por cumplir con los requisitos mínimos solicitados en el pliego y términos de referencia, además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-16T11:30:21-05:00","16200.00","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-HGSF-2025-002-390394","RE-PU-HGSF-2025-002-390394-2025-08-12T22:33:29.765Z-compiled","8215087-RE-PU-HGSF-2025-002","","Por cumplir con los requisitos mínimos solicitados en el pliego y términos de referencia, además de encontrarse debidamente habilitado en el Sistema Oficial de Contratación Pública","","2025-07-16T11:30:21-05:00","105692.44","USD","","","","","","","",""
"ocds-5wno2w-RE-PU-UTB-2025-001-86764","RE-PU-UTB-2025-001-86764-2025-07-12T17:13:46.065Z-compiled","8195806-RE-PU-UTB-2025-001","","Por cumplir con los requisitos exigidos en los pliegos del presente proceso","","2025-06-24T15:20:15-05:00","57000.00","USD","","","","","","","",""
