"ocid","id","rationale","budget_id","budget_description","budget_amount","budget_currency"
"ocds-5wno2w-RE-PU-UTMACH-2025-003-60177","RE-PU-UTMACH-2025-003-60177-2025-07-12T17:13:41.964Z-compiled","SUSCRIPCIÓN DE LA BASE DE DATOS SCOPUS PARA LA BIBLIOTECA GENERAL DE LA UNIVERSIDAD TÉCNICA DE MACHALA","2025.164.0000.0000.01.00.000.001.000.0701.530203.000000.003.0000.0000-","","20376.00","USD"
"ocds-5wno2w-RE-PU-UNL-2025-006-4092","RE-PU-UNL-2025-006-4092-2025-07-23T17:00:46.331Z-compiled","CONTRATACIÓN DEL SERVICIO JURLEX DE CONSULTA EN LINEA A BASE DE DATOS JURÍDICAS COMPLETAS Y ACTUALIZADAS DE LEXIS PARA BIBLIOTECA, PERSONAL DOCENTES, ADMINISTRATIVO Y ESTUDIANTES DE LA UNIVERSIDAD NACIONAL DE LOJA","2025.170.0000.0000.01.00.003.001.000.1101.730702.000000.001.0000.0000-91700000.682.2815","","6400.00","USD"
"ocds-5wno2w-RE-PU-TRANSCOM-2025-02-598062","RE-PU-TRANSCOM-2025-02-598062-2025-07-08T17:48:28.121Z-compiled","IMPLANTACIÓN DEL SISTEMA CENTRALIZADO DE REVISIÓN TÉCNICA VEHICULAR VERSIÓN 2.0 SGV, QUE INCLUYA LA LICENCIA PERPETUA DE USO PARA LA TRANSCOMUNDAD EP","730702","","320000.00","USD"
"ocds-5wno2w-RE-PU-ESPOCH-2025-06-53390","RE-PU-ESPOCH-2025-06-53390-2025-08-12T22:32:53.396Z-compiled","CONTRATACIÓN A LA SUSCRIPCIÓN DEL SIMULADOR ONLINE DE NEGOCIOS EDUARDO","2025.163.9999.0000.82.00.000.001.000.0601.530402.000000.001.0000.0000-","","10000.00","USD"
"ocds-5wno2w-RE-PU-DGAC-2025-001-2449","RE-PU-DGAC-2025-001-2449-2025-08-22T18:41:12.238Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO DE SISTEMAS, EQUIPOS E INSTRUMENTOS METEOROLÓGICOS EN LOS AEROPUERTOS DEL PAÍS PARA GARANTIZAR LA SEGURIDAD OPERACIONAL","2025.522.9999.0000.55.00.000.002.000.1701.530404.000000.002.0000.0000-","","55010.00","USD"
"ocds-5wno2w-RE-PU-CNELEP-2025-8-462114","RE-PU-CNELEP-2025-8-462114-2025-09-02T19:08:22.021Z-compiled","MAN Adquisición de medidores AMI para atenderla operación y el mantenimiento de sistemas de medición del sistema Connexo Netsense para la UN Manabí GC","521020106000000","","559893.68","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-020-54651","RE-PU-HCAM-2025-020-54651-2025-10-16T19:58:55.196Z-compiled","Adquisición del dispositivo médico: Set deFacoemulsificación","530834","","58800.00","USD"
"ocds-5wno2w-RE-PU-CNELEP-2025-9-462114","RE-PU-CNELEP-2025-9-462114-2025-07-15T17:02:15.304Z-compiled","GYE MNTTO SERVICIO DEREPARACIÓN DE EQUIPO PROBADOR DE ACEITE DIELÉCTRICOMEGGER GD","521020111000000","","17100.00","USD"
"ocds-5wno2w-RE-PU-CZS3-2025-001-440879","RE-PU-CZS3-2025-001-440879-2025-07-22T17:04:45.611Z-compiled","ADQUISICIÓN DE PRUEBAS REACTIVOS/KIT PARA CUANTIFICACIÓN DE CARGA VIRAL DE HEPATITIS B HBV Y REACTIVOS/KIT PARA CUANTIFICACIÓN DE CARGA VIRAL DE HEPATITIS C HCV EN LOS LABORATORIOS DE MEDICINA MOLECULAR DE LA ZONA 3","2025.320.0053.0000.56.00.000.001.000.0601.530810.000000.001.0000.0000-","","10800.00","USD"
"ocds-5wno2w-RE-PU-EMAPAG-EP-2025-26-439831","RE-PU-EMAPAG-EP-2025-26-439831-2025-06-26T16:27:35.960Z-compiled","SOPORTE DE LICENCIAS ORACLE ESTÁNDAR EDITION 2","11530702","","8563.42","USD"
"ocds-5wno2w-RE-PU-DIGMAT-2025-005-2465","RE-PU-DIGMAT-2025-005-2465-2025-08-12T22:33:01.282Z-compiled","MANTENIMIENTO Y RECUPERACIÓN DE EQUIPOS Y SISTEMAS DE AYUDAS ALA NAVEGACIÓN DE LANCHAS GUARDACOSTAS","2025.070.3022.0000.91.00.000.008.000.0901.530410.000000.001.0000.0000-","","30000.00","USD"
"ocds-5wno2w-RE-PU-ESPOCH-2025-07-53390","RE-PU-ESPOCH-2025-07-53390-2025-08-12T22:32:58.360Z-compiled","CONTRATACIÓN A LA SUSCRIPCIÓN DE LA BASE DE DATOS TAYLOR & FRANCIS","2025.163.9999.0000.82.00.000.001.000.0601.530702.000000.003.0000.0000-","","18000.00","USD"
"ocds-5wno2w-RE-PU-EPP-2025-007-253178","RE-PU-EPP-2025-007-253178-2025-08-21T18:41:31.414Z-compiled","TRANSPORTE GASOLINA PESCA ARTESANAL POR BARCAZA DESDE PUNTA PIEDRA HASTA DPA PETROCOMERCIAL LIMONES UBICADO EN LA PROVINCIA DE ESMERALDAS?,","7202301","","57482.10","USD"
"ocds-5wno2w-RE-PU-EPP-2025-006-253178","RE-PU-EPP-2025-006-253178-2025-09-26T18:54:28.929Z-compiled","REPUESTOS PARA CONVERSION DE MKII A MK IV EN PLANTAS ENVASADORAS DE GLP DE TERMINAL CHORILLO","E1.TT.7404106.000000.3023001.9101.000000.0000.00","","400000.00","USD"
"ocds-5wno2w-RE-PU-MDI-2025-001-1088807","RE-PU-MDI-2025-001-1088807-2025-07-16T16:57:24.185Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LAS CAMIONETAS MODELO POER DOBLE CABINA 4X4 DEL MINISTERIO DEL INTERIOR, ADQUIRIDAS MEDIANTE CATALOGO ELECTRONICO, EN APLICACION DEL PRINCIPIO DE VIGENCIA TECNOLOGICA","2025.622.9999.0000.91.00.000.007.000.1701.530813.000000.001.0000.0000-","","215912.74","USD"
"ocds-5wno2w-RE-PU-HEEE-2025-008-52558","RE-PU-HEEE-2025-008-52558-2025-07-19T17:16:48.356Z-compiled","ADQUISICIÓN DEL MEDICAMENTO TRASTUZUMAB EMTANSINA SÓLIDO PARENTERAL100 MG PARA EL HOSPITAL DE ESPECIALIDADES EUGENIO ESPEJO","2025.320.1420.0000.57.00.000.001.000.1701.530813.000000.002.0000.0000-","","307662.00","USD"
"ocds-5wno2w-RE-PU-SNAI-2025-004-931020","RE-PU-SNAI-2025-004-931020-2025-08-12T22:33:00.296Z-compiled","SERVICIOS DE TELECOMUNICACIONES FIJA Y MÓVIL PARA DISPOSITIVOS DE VIGILANCIA ELECTRÓNICA 2025 -2026","2025.578.9999.0000.56.00.000.002.000.1701.530105.000000.001.0000.0000-","","65261.76","USD"
"ocds-5wno2w-RE-PU-CONGOPE-2025-007-69008","RE-PU-CONGOPE-2025-007-69008-2025-08-30T19:01:52.589Z-compiled","Servicio de organización y realización para la participación en la ?XV Edición del Salón del Chocolate, Cacao y Café Ecuador 2025? del 27, 28 y 29 de junio de 2025 en Quito","01.02.01.003.010.002.7.73.02.49.000.99.99.99.99.17","","22000.00","USD"
"ocds-5wno2w-RE-PU-DIGTAH-2025-001-2572","RE-PU-DIGTAH-2025-001-2572-2025-07-15T16:57:59.637Z-compiled","SERVICIO DE ACCESO A LA RED AVANZADA DE INVESTIGACIÓN, ACADEMIA Y COMUNICACIONES DE ENLACE DE INTERNET","2025.070.3021.0000.01.00.000.001.000.0901.530105.000000.001.0000.0000-","","460000.00","USD"
"ocds-5wno2w-RE-PU-CEE-2025-008-2504","RE-PU-CEE-2025-008-2504-2025-07-17T16:58:58.647Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA MAQUINARIA CATERPILLAR DE LA UEC ORIENTE","6.3.08.13","","60000.00","USD"
"ocds-5wno2w-RE-PU-ANDEC-2025-003-467908","RE-PU-ANDEC-2025-003-467908-2025-09-18T19:27:18.308Z-compiled","SERVICIO DE MANTENIMIENTO OVERHAUL DE MANIPULADORAS DOOSAN","5192010901","","72073.06","USD"
"ocds-5wno2w-RE-PU-EPMTTM-2025-02-393608","RE-PU-EPMTTM-2025-02-393608-2025-08-20T18:23:44.294Z-compiled","ADQUISICIÓN DE CAJERO AUTOMÁTICO PARA PAGO DE SERVICIOS Y EQUIPOS PARA EL SISTEMA DE RECONOCIMIENTO DE PLACAS DEL TERMINAL TERRESTRE DE MACHALA EP","84.01.04-53.07.01","","35040.00","USD"
"ocds-5wno2w-RE-PU-ESNACE-2025-003-2519","RE-PU-ESNACE-2025-003-2519-2025-08-21T18:41:32.333Z-compiled","ADQUISICIÓN DE REPUESTOS Y ACCESORIOS MTU PARA LAS UNIDADES SUBORDINADAS A LA COMANDANCIA DE LA ESCUADRA","2025.070.3039.0000.55.00.000.001.000.0901.530813.000000.002.0000.0000-","","269114.73","USD"
"ocds-5wno2w-RE-PU-DNA-2025-004-178618","RE-PU-DNA-2025-004-178618-2025-09-11T19:52:09.172Z-compiled","CONTRATACIÓN DEL SERVICIO DE ENLACES DE DATOS DEDICADOS DESDE CONECEL S.A. PARA LA TRANSMISIÓN DE INFORMACIÓN INTERCEPTADA A LA SALA DE ANÁLISIS DEL DEPARTAMENTO DE VIGILANCIA, MONITOREO Y ANÁLISIS DE COMUNICACIONES DE LA UIAN","2025.052.0003.0000.01.00.000.001.000.1701.530105.000000.001.0000.0000-","","29920.00","USD"
"ocds-5wno2w-RE-PU-FPL-DRPL-2025-00001-83294","RE-PU-FPL-DRPL-2025-00001-83294-2025-07-04T16:43:22.947Z-compiled","Servicio de MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL ASCENSOR DE LA FISCALIA DE LOJA","2025.598.0011.0000.01.00.000.001.000.1101.530208.000000.001.0000.0000-","","2869.32","USD"
"ocds-5wno2w-RE-PU-UNACH-2025-005-124774","RE-PU-UNACH-2025-005-124774-2025-07-09T17:50:23.065Z-compiled","CONTRATACIÓN DE ACCESO Y USOA LA BASE DE DATOS SCOPUS, PARA ACTIVIDADES ACADÉMICAS Y DEINVESTIGACIÓN DE LA UNIVERSIDAD NACIONAL DE CHIMBORAZO, AÑO 2025","2025.180.0000.0000.82.00.000.003.000.0601.530702.000000.001.0000.0000-","","19702.91","USD"
"ocds-5wno2w-RE-PU-HGNGC-2025-004-818925","RE-PU-HGNGC-2025-004-818925-2025-07-05T17:50:54.603Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVOPARA RESONADOR MAGENTICO, DEL HOSPITAL GENERAL DELNORTE DE GUAYAQUIL LOS CEIBOS.","530404","","53613.36","USD"
"ocds-5wno2w-RE-PU-UTMACH-2025-005-60177","RE-PU-UTMACH-2025-005-60177-2025-07-10T17:27:55.200Z-compiled","SUSCRIPCIÓN DE LA BASE DE DATOS TIRANT PARA LA BIBLIOTECA GENERAL DE LA UNIVERSIDAD TÉCNICA DE MACHALA","2025.164.0000.0000.01.00.000.001.000.0701.530204.000000.001.0000.0000-","","7500.00","USD"
"ocds-5wno2w-RE-PU-LICGUA-2025-00001-819223","RE-PU-LICGUA-2025-00001-819223-2025-07-08T17:48:28.266Z-compiled","CONTRATACIÓN DEL SERVICIO ACCESO A LA RED AVANZADA DE INVESTIGACIÓN Y ACADEMIA PARA LA UNIDAD EDUCATIVA DE FUERZAS ARMADAS LICEO NAVAL GUAYAQUIL ?CMDT. RAFAEL ANDRADE LALAMA? AÑO 2025","2025.070.3023.0000.92.00.000.002.000.0901.530703.000000.002.0000.0000-","","22100.00","USD"
"ocds-5wno2w-RE-PU-CSAEC-2025-01-87300","RE-PU-CSAEC-2025-01-87300-2025-07-21T17:07:23.133Z-compiled","ADQUISICIÓN DE REACTIVOS DE BIOMETRÍA HEMÁTICA PARA EL EQUIPO MARCA MINDRAY, MODELO BC-5300 PARA EL SERVICIO DE LABORATORIO CLÍNICO DEL CENTRO DE SALUD A – EL CARMEN","530813","","27547.50","USD"
"ocds-5wno2w-RE-PU-EMASEO-EP-2025-003-276265","RE-PU-EMASEO-EP-2025-003-276265-2025-08-12T22:33:14.361Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS EQUIPOS ALIADOS AMS","63040500000000","","473420.00","USD"
"ocds-5wno2w-RE-PU-EPCOTSA-2025-001-432323","RE-PU-EPCOTSA-2025-001-432323-2025-09-20T19:16:21.109Z-compiled","RENOVACIÓN DE SISTEMA Y PAQUETES INFORMÁTICOS PARA EL CENTRO MÉDICO SANTO DOMINGO SOLIDARIO","20.01.006.001.7.73.07.02.000.99.99.99.99.001","","2232.14","USD"
"ocds-5wno2w-RE-PU-DD08D04QS-2025-00001-167462","RE-PU-DD08D04QS-2025-00001-167462-2025-07-16T16:57:24.571Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL EQUIPO DE RAYOS X DIGITAL PORTATIL DEL HOSPITAL BASICO PADRE ALBERTO BUFFONI DE LA DIRECCIÓN DISTRITAL 08D04 QUININDÉ-SALUD","2025.320.1166.0000.55.00.000.004.000.0804.530404.000000.001.0000.0000-","","16300.00","USD"
"ocds-5wno2w-RE-PU-EPMMOP-2025-13-741823","RE-PU-EPMMOP-2025-13-741823-2025-07-23T17:00:51.762Z-compiled","PRESTACIÓN DEL SERVICIO DE IMPLEMENTACIÓN, SOPORTE TÉCNICO Y MANTENIMIENTO DEL ?MÓDULO DE MONITOREO Y SEGUIMIENTO DE LA PLANIFICACIÓN PROGRAMÁTICA FASE 1, MÓDULO DEL PAC DE LA EPMMOP A TRAVÉS DEL SISTEMA CGWEB","530701","","14980.00","USD"
"ocds-5wno2w-RE-PU-DIGMAT-2025-006-2465","RE-PU-DIGMAT-2025-006-2465-2025-07-15T17:01:03.134Z-compiled","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS MÁQUINAS PRINCIPALES YGENERADORES DE LA LGISAB, LGCRIS, LGMARC Y LGPINT, INCLUYE REPUESTOS","2025.070.3022.0000.57.00.000.002.000.0901.530813.000000.001.0000.0000-","","315664.06","USD"
"ocds-5wno2w-RE-PU-CJ-2025-002-48787","RE-PU-CJ-2025-002-48787-2025-07-18T17:01:56.403Z-compiled","CONTRATAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS ASCENSORES DEL EDIFICIO MATRIZ DEL CONSEJO DE LA JUDICATURA","2025.010.9999.0000.01.00.000.002.000.1701.530402.000000.002.0000.0000-","","26919.24","USD"
"ocds-5wno2w-RE-PU-GADMC-L-2025-04-38760","RE-PU-GADMC-L-2025-04-38760-2025-07-08T17:48:27.475Z-compiled","CONTRATACIÓN DEL SERVICIO MANTENIMIENTO PREVENTIVO, CORRECTIVO Y ASISTENCIA TÉCNICA PARA EQUIPOS DEL DATACENTER DEL GADMCL, INCLUYENDO EL SUMINISTRO DE REPUESTOS NECESARIOS","5.3.07.04.001.5.3.08.13","","9540.00","USD"
"ocds-5wno2w-RE-PU-HEEE-2025-009-52558","RE-PU-HEEE-2025-009-52558-2025-07-19T17:16:49.155Z-compiled","?ADQUISICIÓN DEL MEDICAMENTO RIBOCICLIB SÓLIDO ORAL 200 MG PARA PACIENTESDE.BA.VI.IT. Y GU.AL.MA.TE. PARA EL HOSPITAL DE ESPECIALIDADES EUGENIO ESPEJO?","2025.320.1420.0000.57.00.000.001.000.1701.530404.000000.002.0000.0000-","","56462.49","USD"
"ocds-5wno2w-RE-PU-GADMSL-2025-001-86907","RE-PU-GADMSL-2025-001-86907-2025-07-23T17:03:48.746Z-compiled","BJETIVOS GENERAL? Disponer del servicio para el soporte y habilitación de las nuevas funcionalidades que cuentaactualmente el Sistema SIAPP para poder integrar nuevas tasas en el Área de Recaudación y Rentas.","530704","","35000.00","USD"
"ocds-5wno2w-RE-PU-SUBZONAAZUAY-2025-001-50866","RE-PU-SUBZONAAZUAY-2025-001-50866-2025-08-12T22:33:16.128Z-compiled","CONTRATACION DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS VEHICULOS POLICIALES MARCA KIA DE LA SUBZONA AZUAY","2025.052.0041.0000.01.00.000.001.000.0101.530303.000000.001.0000.0000-","","155290.69","USD"
"ocds-5wno2w-RE-PU-UNAE-2025-008-607247","RE-PU-UNAE-2025-008-607247-2025-10-06T19:35:54.100Z-compiled","ACCESO A USO DE LIBROS ELECTRÓNICOS A PERPETUIDAD","2025.088.9999.0000.83.00.000.002.000.0301.530702.000000.002.7001.0003-","","8000.00","USD"
"ocds-5wno2w-RE-PU-UG-2025-004-55840","RE-PU-UG-2025-004-55840-2025-07-16T16:57:25.103Z-compiled","RENOVACION A LA BASE DE DATOS DE EBSCO ACADEMIC SEARCH PREMIER FUENTE ACADEMICA PREMIER, BUSINESS SOURCE PREMIER EBOOK ACADEMIC COLLECTION BIBLIOTECA VIRTUAL CON CONTENIDO EN JOURNALS Y EBOOKS ELECTRONICOS PARA ACTIVIDADES ACADEMICAS DE LA UG","2025.166.0000.0000.82.00.000.005.000.0901.530702.000000.003.0000.0000-","","35910.00","USD"
"ocds-5wno2w-RE-PU-ESPOCH-2025-02-53390","RE-PU-ESPOCH-2025-02-53390-2025-06-23T16:57:05.454Z-compiled","CONTRATACION A LA SUSCRIPCION DE LA BASE DE DATOS ACCESS ENGINEERING","2025.163.9999.0000.82.00.000.001.000.0601.530702.000000.003.0000.0000-","","9293.00","USD"
"ocds-5wno2w-RE-PU-HGSQ-2025-007-868544","RE-PU-HGSQ-2025-007-868544-2025-07-16T16:57:15.990Z-compiled","ADQUISICIÓN DEL PAPEL ELECTROCARDIOGRAFICO PARA EL SERVICIO DE CARDIOLOGÍA DEL HOSPITAL GENERAL DEL SUR DE QUITO","02.00.000.002.530804.1701.601.0000.0000","","12600.00","USD"
"ocds-5wno2w-RE-PU-ESNACE-2025-001-2519","RE-PU-ESNACE-2025-001-2519-2025-06-24T17:05:53.827Z-compiled","Se realizara el proceso de ?ADQUISICIÓN DE PINTURAS MARINAS PARA LAS UNIDADES DE CODESC y COMSUB?, para las unidades de superficie subordinas a CODESC y las unidades Submarinas del COMSUB.","2025.070.3039.0000.55.00.000.001.000.0901.530811.000000.002.0000.0000-","","459093.52","USD"
"ocds-5wno2w-RE-PU-ELEPCOSA-2025-016-32043","RE-PU-ELEPCOSA-2025-016-32043-2025-08-12T22:33:23.283Z-compiled","ACTUALIZACIÓN DEL CGWEB A LAS APLICACIONES IMPLEMENTADAS EN LA EMPRESA ELÉCTRICA PROVINCIAL COTOPAXI S.A.","5220901000000","","17940.00","USD"
"ocds-5wno2w-RE-PU-DNPJ-2025-015-183304","RE-PU-DNPJ-2025-015-183304-2025-07-09T17:53:22.276Z-compiled","Servicio de Enlace de Datos con el Consorcio Ecuatoriano de Telecomunicaciones para laUNTIAT.","2025.057.0000.0000.01.00.000.001.000.1701.530105.000000.001.0000.0000-","","11070.00","USD"
"ocds-5wno2w-RE-PU-EPN-2025-006-45554","RE-PU-EPN-2025-006-45554-2025-08-19T17:51:27.804Z-compiled","Adquirir Equipos para el laboratorio deInstrumentación Biomédica y Producción Inteligente","2025.177.9999.0000.01.00.003.001.000.1701.840104.000000.998.0000.0000-91770000.0000.378192","","10967.50","USD"
"ocds-5wno2w-RE-PU-GADPE-2025-01-32109","RE-PU-GADPE-2025-01-32109-2025-08-12T22:33:23.461Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO DE VEHICULOS PESADOS DE LA MARCA DONGFENG","73.04.05","","64157.80","USD"
"ocds-5wno2w-RE-PU-HEJCA-2025-185-87497","RE-PU-HEJCA-2025-185-87497-2025-08-12T22:33:24.050Z-compiled","ADQUISICIÓN DE FIBRA ÓPTICA PARA USO DE EQUIPO LASER HOLMIO","530826","","53239.68","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-021-54651","RE-PU-HCAM-2025-021-54651-2025-08-13T17:36:50.024Z-compiled","ADQUISICIÓN DEL MEDICAMENTO AFLIBERCEPT LIQUIDO PARENTERAL 40 MG/ML CJ X VIALES X 100 UL PARA LA UNIDAD TÉCNICA DE FARMACIA HOSPITALARIA","530809","","251700.00","USD"
"ocds-5wno2w-RE-PU-UTMACH-2025-004-60177","RE-PU-UTMACH-2025-004-60177-2025-07-10T17:27:54.098Z-compiled","ADQUISICIÓN DE REACTIVOS DE LABORATORIO PARA EXÁMENES OCUPACIONALES A LOS  SERVIDORES DE LA UTMACH","2025.164.0000.0000.01.00.000.001.000.0701.530301.000000.003.0000.0000-","","4979.65","USD"
"ocds-5wno2w-RE-PU-PN-SZSDT-2025-00001-13416","RE-PU-PN-SZSDT-2025-00001-13416-2025-09-03T19:14:52.543Z-compiled","SERVICIO DE MANTENIMIENTO CORRECTIVO NO CONTEMPLADO EN LA TICKETERA ORIGINAL PARA LOS VEHÍCULOS TIPO PATRULLERO MARCA KIA QUE SE ENCUENTRAN BAJO GARANTÍA TÉCNICA DE FÁBRICA, ASIGNADOS A LA SUBZONA SANTO DOMINGO DE LOS TSÁCHILAS","2025.052.0011.0000.01.00.000.001.000.2301.530813.000000.001.0000.0000-","","150000.00","USD"
"ocds-5wno2w-RE-PU-ETAPA-2025-04-312203","RE-PU-ETAPA-2025-04-312203-2025-07-15T17:03:07.815Z-compiled","ADQUISICIÓN DE EQUIPOS E INSUMOS PARA LA REPOTENCIACION DELSISTEMA DE TURNOS QMATIC","6308040010000,8401070010000","","20181.90","USD"
"ocds-5wno2w-RE-PU-HGSF-2025-002-390394","RE-PU-HGSF-2025-002-390394-2025-08-12T22:33:29.765Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO INCLUIDO POSIBLES REPUESTOS DEL SISTEMA DE LLAMADO DE ENFERMERAS DEL HOSPITAL GENERAL SAN FRANCISCO","530404-530813","","121892.44","USD"
"ocds-5wno2w-RE-PU-IKIAM-2025-003-599302","RE-PU-IKIAM-2025-003-599302-2025-07-05T17:51:08.477Z-compiled","CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO YCORRECTIVO DE EQUIPOS DE LABORATORIOS PRODUCTOS NATURALESY BIOLOGÍA MOLECULAR INV. DE LA URAI","2025.087.9999.0000.83.00.000.001.000.1501.530813.000000.001.0000.0000-","","69403.08","USD"
"ocds-5wno2w-RE-PU-UTB-2025-001-86764","RE-PU-UTB-2025-001-86764-2025-07-12T17:13:46.065Z-compiled","CONTRATACIÓN DE SERVICIO DE BIBLIOTECAS VIRTUALES CONHERRAMIENTA GENERADORA DE REPORTES ESTADISTICOS DETALLADOSPARA LA UNIVERSIDAD TÉCNICA DE BABAHOYO 2025","2025.171.0000.0000.82.00.000.001.000.1201.530702.000000.001.0000.0000-","","57000.00","USD"
"ocds-5wno2w-RE-PU-ESPOL-2025-006-26822","RE-PU-ESPOL-2025-006-26822-2025-08-12T22:33:33.307Z-compiled","CONTRATACIÓN DE LA SUSCRIPCIÓN A PLATAFORMAS DIGITALES POR MEDIO DEPROQUEST: PROQUEST CENTRAL + PRISMA Y PROQUEST EBOOK CENTRALACADEMIC COMPLETE PARA EL CENTRO DE INFORMACIÓN BIBLIOTECARIO – CIB DELA ESCUELA SUPERIOR POLITÉCNICA DEL LITORAL","2025.167.0000.0000.82.00.000.001.000.0901.530204.000000.001.0000.0000-","","16947.99","USD"
"ocds-5wno2w-RE-PU-MDMQ-2025-46001-41357","RE-PU-MDMQ-2025-46001-41357-2025-08-20T18:23:50.284Z-compiled","Contratación del MantenimientoPreventivo y Correctivo del Sistema de Aires Acondicionados del Data Center de laSecretaría de Gobierno Digital y Tecnologías de la Información y Comunicaciones","530813","","23193.33","USD"
"ocds-5wno2w-RE-PU-CMIEZ-2025-001-84961","RE-PU-CMIEZ-2025-001-84961-2025-08-21T18:41:52.445Z-compiled","CONTRATACIÓN MANTENIMIENTO UPS COMPUTER POWER DEL CENTRO DE SALUD C - MATERNO INFANTIL Y EMERGENCIAS - ZARUMA PERIODO 2025","530404","","2480.00","USD"
"ocds-5wno2w-RE-PU-SZGALAPAGOS-2025-001-183854","RE-PU-SZGALAPAGOS-2025-001-183854-2025-07-12T17:16:50.149Z-compiled","SERVICIO DE MANTENIMIENTO CORRECTIVO DE FLOTA VEHICULAR MARCA KIA DE LA SUBZONA GALÁPAGOS INCLUYE REPUESTOS Y ACCESORIOS","2025.052.0049.0000.01.00.000.001.000.2001.530104.000000.001.0000.0000-","","17088.50","USD"
"ocds-5wno2w-RE-PU-UTMACH-2025-006-60177","RE-PU-UTMACH-2025-006-60177-2025-07-15T17:01:04.977Z-compiled","SUSCRIPCIÓN DE LA LICENCIA DEL SERVIDOR PROXY Y ANALYTICS PROXY PARA LA BIBLIOTECA GENERAL DE LA UNIVERSIDAD TÉCNICA DE MACHALA","2025.164.0000.0000.83.00.000.001.000.0701.530702.000000.003.0000.0000-","","9000.00","USD"
"ocds-5wno2w-RE-PU-MIMG-2025-003-44856","RE-PU-MIMG-2025-003-44856-2025-07-22T17:04:48.566Z-compiled","CONTRATACIÓN DEL SERVICIO DE LOGÍSTICA Y PRESENCIA DE MARCA DE LA FERIA GASTRONÓMICA RAÍCES","730205","","95005.96","USD"
"ocds-5wno2w-RE-PU-UTN-2025-06-83514","RE-PU-UTN-2025-06-83514-2025-09-25T18:56:17.485Z-compiled","CONTRATACION DEL SERVICIO DE ACCESO A LA RED AVANZADA DE INVESTIGACION Y ACADEMIA PARA LA UNIVERSIDAD TECNICA DEL NORTE","2025.169.9999.0000.01.00.000.001.000.1001.530105.000000.001.0000.0000-","","297560.00","USD"
"ocds-5wno2w-RE-PU-EPMAPS-2025-002-258814","RE-PU-EPMAPS-2025-002-258814-2025-07-17T17:04:03.037Z-compiled","MANTENIMIENTO DE SOFTWARE DE SEGUROS","530704","","14000.00","USD"
"ocds-5wno2w-RE-PU-ELEPCOSA-2025-018-32043","RE-PU-ELEPCOSA-2025-018-32043-2025-08-12T22:33:38.019Z-compiled","RENOVACION DEL SERVICIO EN LA NUBE DE GESTION DOCUMENTAL E DOC MANAGER","5220201000000","","23892.23","USD"
"ocds-5wno2w-RE-PU-ESPOCH-2025-10-53390","RE-PU-ESPOCH-2025-10-53390-2025-08-12T22:33:33.157Z-compiled","CONTRATACIÓN A LA SUSCRIPCION DE LA BASE DE DATOS VLEX","2025.163.9999.0000.82.00.000.001.000.0601.530702.000000.003.0000.0000-","","9954.00","USD"
"ocds-5wno2w-RE-PU-GADC-2025-24106-2616","RE-PU-GADC-2025-24106-2616-2025-08-12T22:33:35.717Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA VEHÍCULOS PESADOS IVECO PROPIEDAD DEL GAD MUNICIPAL DEL CANTÓN CUENCA","7.3.36.3.04.05,7.3.36.3.08.03,7.3.36.3.08.13","","173311.89","USD"
"ocds-5wno2w-RE-PU-GADMCPZ-2025-013-2345","RE-PU-GADMCPZ-2025-013-2345-2025-08-15T17:45:58.990Z-compiled","SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA VOLQUETES 12 Y 8 M3 MARCA SINOTRUCK MODELO HOWO T5G ZZ1167N501GC1R AC 6.9 2P 4X2 TM DIESEL CON VIGENCIA TECNOLÓGICA Y GARANTÍA TÉCNICA DEL FABRICANTE, PERTENECIENTES AL GADM-PASTAZA","360.730813.001","","95883.75","USD"
"ocds-5wno2w-RE-PU-HCAM-2025-022-54651","RE-PU-HCAM-2025-022-54651-2025-08-22T18:41:36.672Z-compiled","MANTENIMIENTO PREVENTIVO YCORRECTIVO PARA LOS EQUIPOS DE REHABILITACIÓN PERTENECIENTES AL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN","530813","","168103.00","USD"
